ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
EXT-00175,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.165601237107373,100.52894133437526",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00176,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.163549337045401,100.52765196556571",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00177,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.173506747338527,100.5418453466856",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00178,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.172671374284507,100.53993024668344",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00179,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.179732600614036,100.54491427866915",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00180,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.175627021371357,100.54057972340715",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00181,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.173405090331554,100.54331159486149",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00182,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.173508525978741,100.54175551520498",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00183,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.17773468308994,100.54569827116318",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00184,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.200689392001768,100.56336358446202",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.963Z,,0,0,2025-11-20T21:01:31.521009
EXT-00185,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.187415272696624,100.6206208344839",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00186,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.18655578978228,100.62135586883075",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00187,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.171613240958298,100.59964264049557",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00188,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.17125391503612,100.60018162937887",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00189,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.16954711600655,100.58437128071022",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00190,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.17448784923478,100.58679673158402",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00191,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.176913096318412,100.59874432479073",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
