ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
EXT-00063,{PM2.5},Air4Thai,สถานี: สี่แยกท่าพระ | PM2.5: - (AQI -) | PM10: 57 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.729431,100.474373","ริมถนนแยกท่าพระ เขตบางกอกใหญ่, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332244,open,0,0,2025-11-23T22:51:54.332245
EXT-00064,{PM2.5},Air4Thai,สถานี: สถานีตำรวจรถไฟบางกอกน้อย | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.759619,100.481137","ริมถนนซอยนิคมบ้านพักรถไฟธนบุรี 5 เขตบางกอกน้อย, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332248,open,0,0,2025-11-23T22:51:54.332249
EXT-00065,{PM2.5},Air4Thai,สถานี: ถนนพุทธมณฑลสาย 1 ตัดกับถนนบรมราชชนนี | PM2.5: - (AQI -) | PM10: 45 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.780778,100.426727","ริมถนนพุทธมณฑล 1 เขตตลิ่งชัน, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332253,open,0,0,2025-11-23T22:51:54.332253
EXT-00066,{PM2.5},Air4Thai,สถานี: ตลาดธนบุรีสนามหลวง 2 | PM2.5: - (AQI -) | PM10: 42 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.746257,100.355099","ริมถนนคลองทวีวัฒนา เขตทวีวัฒนา, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332257,open,0,0,2025-11-23T22:51:54.332258
EXT-00067,{PM2.5},Air4Thai,สถานี: มหาวิทยาลัยสยาม | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.718689,100.45391","ริมถนนเพชรเกษม เขตภาษีเจริญ, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332261,open,0,0,2025-11-23T22:51:54.332262
EXT-00068,{PM2.5},Air4Thai,"สถานี: ริมถนนมาเจริญ เพชรเกษม 8, เขตหนองแขม | PM2.5: - (AQI -) | PM10: 66 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00",,,"13.705582,100.343164","ริมถนนมาเจริญ เพชรเกษม 81 เขตหนองแขม, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332265,open,0,0,2025-11-23T22:51:54.332266
EXT-00069,{PM2.5},Air4Thai,สถานี: ตลาดบางบอน 5 | PM2.5: - (AQI -) | PM10: 77 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.639165,100.372958","ริมถนนเอกชัย เขตบางบอน, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332269,open,0,0,2025-11-23T22:51:54.332270
EXT-00070,{PM2.5},Air4Thai,สถานี: มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี | PM2.5: - (AQI -) | PM10: 52 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.651004,100.496673","ริมถนนประชาอุทิศ เขตทุ่งครุ, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332273,open,0,0,2025-11-23T22:51:54.332274
EXT-00071,{PM2.5},Air4Thai,สถานี: สำนักงานเขตพระนคร | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.76415,100.499077","ริมถนนสามเสน เขตพระนคร, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332277,open,0,0,2025-11-23T22:51:54.332278
EXT-00072,{PM2.5},Air4Thai,สถานี: สำนักงานเขตห้วยขวาง | PM2.5: - (AQI -) | PM10: 39 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.77682,100.579543","เขตห้วยขวาง, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332281,open,0,0,2025-11-23T22:51:54.332282
EXT-00073,{PM2.5},Air4Thai,สถานี: สำนักงานเขตคลองเตย | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.708488,100.583747","แขวงคลองเตย เขตคลองเตย, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332284,open,0,0,2025-11-23T22:51:54.332285
EXT-00074,{PM2.5},Air4Thai,สถานี: สำนักงานเขตบางซื่อ | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.809596,100.537883","แขวงบางซื่อ เขตบางซื่อ, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332288,open,0,0,2025-11-23T22:51:54.332289
EXT-00075,{PM2.5},Air4Thai,สถานี: สำนักงานเขตลาดพร้าว | PM2.5: - (AQI -) | PM10: 46 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.803587,100.607535","เขตลาดพร้าว, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332292,open,0,0,2025-11-23T22:51:54.332293
EXT-00076,{PM2.5},Air4Thai,สถานี: สำนักงานเขตหลักสี่ | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.887395,100.579247","แขวงทุ่งสองห้อง เขตหลักสี่, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332296,open,0,0,2025-11-23T22:51:54.332296
EXT-00077,{PM2.5},Air4Thai,สถานี: สำนักงานเขตบางเขน | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.873603,100.595839","ริมถนนพหลโยธิน เขตบางเขน, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332300,open,0,0,2025-11-23T22:51:54.332300
EXT-00078,{PM2.5},Air4Thai,สถานี: สำนักงานเขตสะพานสูง | PM2.5: - (AQI -) | PM10: 46 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.768892,100.685743","เขตสะพานสูง, กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332303,open,0,0,2025-11-23T22:51:54.332304
EXT-00079,{PM2.5},Air4Thai,สถานี: เคหะชุมชนคลองจั่น | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.76121,100.517035","แขวงคลองจั่น, เขตบางกะปิ,กรุงเทพฯ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332307,open,0,0,2025-11-23T22:51:54.332308
EXT-00080,{PM2.5},Air4Thai,สถานี: อ่างเก็บน้ำประปา | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.832076,100.057961","ต.นครปฐม อ.เมือง, นครปฐม",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332311,open,0,0,2025-11-23T22:51:54.332312
EXT-00081,{PM2.5},Air4Thai,สถานี: กรมควบคุมโรค | PM2.5: - (AQI -) | PM10: 42 | CO: 0.40 | O3: 46 | NO2: 27 | SO2: 2 | เวลา: 2025-11-23 22:00,,,"13.852778,100.529444","ต.ตลาดขวัญ อ.เมือง, นนทบุรี",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332315,open,0,0,2025-11-23T22:51:54.332315
EXT-00082,{PM2.5},Air4Thai,สถานี: มหาวิทยาลัยสุโขทัยธรรมาธิราช  | PM2.5: - (AQI -) | PM10: 60 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.907861,100.535641","ต.บางพูด อ.ปากเกร็ด, นนทบุรี",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332319,open,0,0,2025-11-23T22:51:54.332319
EXT-00083,{PM2.5},Air4Thai,สถานี: มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต  | PM2.5: - (AQI -) | PM10: 47 | CO: 0.20 | O3: 30 | NO2: 0 | SO2: 4 | เวลา: 2025-11-23 22:00,,,"14.03742,100.605216","ต.คลองหนึ่ง อ.คลองหลวง, ปทุมธานี",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332322,open,0,0,2025-11-23T22:51:54.332323
EXT-00084,{PM2.5},Air4Thai,สถานี: ศูนย์ฟื้นฟูอาชีพคนพิการและทุพลภาพ  | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.664087,100.543436","ต.ทรงคนอง อ.พระประแดง, สมุทรปราการ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332327,open,0,0,2025-11-23T22:51:54.332327
EXT-00085,{PM2.5},Air4Thai,สถานี: โรงไฟฟ้าพระนครใต้  | PM2.5: - (AQI -) | PM10: 38 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.618,100.5562","ต.บางโปรง อ.เมือง, สมุทรปราการ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332330,open,0,0,2025-11-23T22:51:54.332331
EXT-00086,{PM2.5},Air4Thai,สถานี: บ้านพักกรมอุตสาหกรรมพื้นฐานและการเหมืองแร่ | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-10-05 23:00,,,"13.652141,100.531805","ต.ตลาด อ.พระประแดง, สมุทรปราการ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332334,open,0,0,2025-11-23T22:51:54.332335
EXT-00087,{PM2.5},Air4Thai,สถานี: ศาลากลางจังหวัดสมุทรปราการ  | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.599149,100.597345","ต.ปากน้ำ อ.เมือง, สมุทรปราการ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332338,open,0,0,2025-11-23T22:51:54.332338
EXT-00088,{PM2.5},Air4Thai,สถานี: การเคหะชุมชนเมืองใหม่บางพลี  | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.5705,100.7862867","ต.บางเสาธง อ.บางเสาธง, สมุทรปราการ",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332341,open,0,0,2025-11-23T22:51:54.332342
EXT-00089,{PM2.5},Air4Thai,สถานี: แขวงการทางสมุทรสาคร  | PM2.5: - (AQI -) | PM10: -1 | CO: 0.30 | O3: 42 | NO2: 20 | SO2: 2 | เวลา: 2025-11-23 22:00,,,"13.7054879,100.315622","ต.อ้อมน้อย อ.กระทุ่มแบน, สมุทรสาคร",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332346,open,0,0,2025-11-23T22:51:54.332346
EXT-00090,{PM2.5},Air4Thai,สถานี: โรงเรียนสมุทรสาครวิทยาลัย | PM2.5: - (AQI -) | PM10: -1 | CO: -1 | O3: -1 | NO2: -1 | SO2: -1 | เวลา: 2025-11-23 22:00,,,"13.5502631,100.2647676","ต.มหาชัย อ.เมือง, สมุทรสาคร",,,กรุงเทพมหานคร,2025-11-23T22:51:54.332350,open,0,0,2025-11-23T22:51:54.332350
