ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
EXT-03828,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าโรงเรียนวัดสระเกศ ถนนจักรพรรดิพงษ์,,,"1520891.1864694713,663151.1808468864",หน้าโรงเรียนวัดสระเกศ ถนนจักรพรรดิพงษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.593120,,0,0,2025-11-20T21:02:37.593120
EXT-03829,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าโรงเรียนวัดเทพศิรินทร์ ถนนกรุงเกษม,,,"1520309.0568494208,663942.2691075256",หน้าโรงเรียนวัดเทพศิรินทร์ ถนนกรุงเกษม,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03830,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,แยกนพวงศ์ ถนนหลวง,,,"1520104.0867057147,663921.617614829",แยกนพวงศ์ ถนนหลวง,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03831,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าสำนักงานสถิติแห่งชาติ ถนนหลานหลวง,,,"1521329.4664432907,663735.4361172251",หน้าสำนักงานสถิติแห่งชาติ ถนนหลานหลวง,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03832,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าธนาคารกรุงเทพ ถนนหลานหลวง,,,"1521311.1830728978,663740.0278565399",หน้าธนาคารกรุงเทพ ถนนหลานหลวง,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03833,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าวัดสิตาราม ถนนดำรงค์รักษ์,,,"1521135.377004856,663262.4099620796",หน้าวัดสิตาราม ถนนดำรงค์รักษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03834,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,เชิงสะพานนริศดำรัส ถนนจักพรรดิพงษ์,,,"1521128.7004766574,663194.5764355806",เชิงสะพานนริศดำรัส ถนนจักพรรดิพงษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03835,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าธนาคารกรุงศรีอยุธยา ถนนจักรพรรดิพงษ์,,,"1521189.8498185317,663197.2396039731",หน้าธนาคารกรุงศรีอยุธยา ถนนจักรพรรดิพงษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03836,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าวัดโสมนัส ถนนกรุงเกษม,,,"1521834.8159413824,663396.4200106997",หน้าวัดโสมนัส ถนนกรุงเกษม,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03837,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ตรงข้ามวัดโสมนัส ถนนกรุงเกษม,,,"1521852.2058153602,663415.5105165256",ตรงข้ามวัดโสมนัส ถนนกรุงเกษม,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03838,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าฝ่ายรักษาความสะอาด สำนักงานเขตป้อมปราบ,,,"1521227.2265693005,663821.7523895534",หน้าฝ่ายรักษาความสะอาด สำนักงานเขตป้อมปราบ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03839,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าไปรษณีย์หลานหลวง ถนนจักพรรดิพงษ์,,,"1521365.9843816669,663222.3440729524",หน้าไปรษณีย์หลานหลวง ถนนจักพรรดิพงษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03840,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยถนนคลองถมวัดโสมนัส ถนนจักรพรรดิพงษ์,,,"1521646.5252739661,663091.2312832406",ปากซอยถนนคลองถมวัดโสมนัส ถนนจักรพรรดิพงษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03841,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ใกล้ปั๊มแก๊สดำรงรักษ์ ถนนดำรงรักษ์,,,"1521091.6200934236,663534.5410945065",ใกล้ปั๊มแก๊สดำรงรักษ์ ถนนดำรงรักษ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03842,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ตรงข้ามปั๊มเชลล์ ถนนกรุงเกษม,,,"1521501.0848634385,663778.574752534",ตรงข้ามปั๊มเชลล์ ถนนกรุงเกษม,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03843,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยหน้าอาคารชาญอิสระ,,,"1518423.4625251684,665915.7413812479",สะพานลอยหน้าอาคารชาญอิสระ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03844,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยลานเลิฟลี่ ถ.นราธิวาสฯ,,,"1518168.5250863638,665134.1219229288",สะพานลอยลานเลิฟลี่ ถ.นราธิวาสฯ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03845,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานจักรยาน จากสวนลุมพินีไป,,,"1518360.2822017088,666164.4211864318",สะพานจักรยาน จากสวนลุมพินีไป,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03846,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ป้ายรถเมลล์รอบสวนลุมพินี,,,"1518497.9199846731,666239.2385914425",ป้ายรถเมลล์รอบสวนลุมพินี,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03847,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยคนข้ามสะพานเหลือง,,,"1518755.281855455,665178.1594308465",สะพานลอยคนข้ามสะพานเหลือง,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03848,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยนราธิวาสฯ 4 ถนนนราธิวาสฯ,,,"1517253.0312224242,665587.3381392913",ปากซอยนราธิวาสฯ 4 ถนนนราธิวาสฯ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03849,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยนราธิวาสฯ 6 ถนนนราธิวาสฯ,,,"1517057.7804474577,665682.6111077989",ปากซอยนราธิวาสฯ 6 ถนนนราธิวาสฯ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03850,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยนราธิวาสฯ 17 ถนนนราธิวาสฯ,,,"1516600.6165774902,665918.3238036254",ปากซอยนราธิวาสฯ 17 ถนนนราธิวาสฯ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03851,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยนราธิวาสฯ 7 ถนนนราธิวาสฯ,,,"1516733.6316333811,665908.7740047411",ปากซอยนราธิวาสฯ 7 ถนนนราธิวาสฯ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03852,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ใกล้ซอยสาทร 9 ถนนสาทรใต้,,,"1517371.5338384889,665185.2449175564",ใกล้ซอยสาทร 9 ถนนสาทรใต้,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03853,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ใกล้ซอยนราธิวาสฯ 5,,,"1517388.4788514236,665537.2759127308",ใกล้ซอยนราธิวาสฯ 5,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03854,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ใกล้ซอยสาทร 5 ถนนสาทรใต้,,,"1517647.5956854497,666069.320124454",ใกล้ซอยสาทร 5 ถนนสาทรใต้,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03855,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ใกล้ซอยนราธิวาสฯ 10,,,"1516757.0290770528,665832.3289086075",ใกล้ซอยนราธิวาสฯ 10,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03856,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ใกล้ซอยจันทน์ 26 ถนนจันทน์,,,"1515845.3916413009,664749.127594141",ใกล้ซอยจันทน์ 26 ถนนจันทน์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03857,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าอาคารบางกอกซิตี้ ถนนสาทรใต้,,,"1517504.166657293,665597.2843257942",หน้าอาคารบางกอกซิตี้ ถนนสาทรใต้,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03858,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,เยื้องโชว์รูมรถยนต์ ถนนนราธิวาสฯ,,,"1515590.2681265655,666405.6289450123",เยื้องโชว์รูมรถยนต์ ถนนนราธิวาสฯ,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03859,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้า ร.ร. ราชวินิตมัธยม ถนนพิษณุโลก,,,"1521965.009144903,663778.6657206606",หน้า ร.ร. ราชวินิตมัธยม ถนนพิษณุโลก,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03860,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าบ้านพิษณุโลก ถนนพิษณุโลก,,,"1521690.648944612,664054.461362744",หน้าบ้านพิษณุโลก ถนนพิษณุโลก,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03861,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าหอสมุดแห่งชาติ   ถนนสามเสน,,,"1523128.773152065,662789.3668425491",หน้าหอสมุดแห่งชาติ   ถนนสามเสน,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03862,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สี่แยกเกียกาย ถนนสามเสน,,,"1525822.5863694313,664456.536687785",สี่แยกเกียกาย ถนนสามเสน,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03863,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สี่แยกบางกระบือ ถนนสามเสน,,,"1524949.9380850182,663735.6030418855",สี่แยกบางกระบือ ถนนสามเสน,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03864,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ถนนสวรรคโลก ช่วงตั้งแต่แยกยมราชถึงแยกเสาวนีย์,,,"1521463.2362234083,664427.531424889",ถนนสวรรคโลก ช่วงตั้งแต่แยกยมราชถึงแยกเสาวนีย์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03865,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ตรงข้าม บ. โอเอ ถนนสวรรคโลก แขวงสวนจิตรลดา เขตดุสิต,,,"1521893.8817426583,664599.1185408775",ตรงข้าม บ. โอเอ ถนนสวรรคโลก แขวงสวนจิตรลดา เขตดุสิต,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03866,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ตรงข้ามกรมยุทธศึกษา  ถนนเทอดดำริห์ แขวงถนนนครไชยศรี เขตดุสิต,,,"1524329.156338825,665565.4825575991",ตรงข้ามกรมยุทธศึกษา  ถนนเทอดดำริห์ แขวงถนนนครไชยศรี เขตดุสิต,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03867,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,กรมยุทธศึกษา ถนนเทอดดำริห์ แขวงถนนนครไชยศรี,,,"1524331.047506541,665515.5343263828",กรมยุทธศึกษา ถนนเทอดดำริห์ แขวงถนนนครไชยศรี,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03868,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยพระราม 7,,,"1527724.7018461798,663677.5802698855",สะพานลอยพระราม 7,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03869,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,โค้งตลาดศรีเขมา,,,"1527766.8365892877,664412.6566155575",โค้งตลาดศรีเขมา,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03870,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยประชาชื่น 21,,,"1528433.5991501892,666100.56010995",ปากซอยประชาชื่น 21,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03871,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ตรงข้ามโรงพยาบาลสัตว์สาทร ถนนจันทน์ตัดใหม่,,,"1515951.523027417,666413.4158537331",ตรงข้ามโรงพยาบาลสัตว์สาทร ถนนจันทน์ตัดใหม่,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03872,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณหน้ากระทรวงการคลัง ถนนพระรามที่ 6,,,"1524121.9002000059,665809.5620963539",บริเวณหน้ากระทรวงการคลัง ถนนพระรามที่ 6,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03873,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้ากระทรวงการคลัง  ถนนพระรามที่ 6,,,"1524150.281963378,665818.6354972575",หน้ากระทรวงการคลัง  ถนนพระรามที่ 6,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03874,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณหน้าโรงเรียนสามเสนวิทยาลัย ถนนพระรามที่ 6,,,"1524345.977532607,665884.9981784064",บริเวณหน้าโรงเรียนสามเสนวิทยาลัย ถนนพระรามที่ 6,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03875,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณหน้าโรงเรียนสามเสนวิทยาลัย ถนนพระรามที่ 6,,,"1524402.7355477943,665907.1160571156",บริเวณหน้าโรงเรียนสามเสนวิทยาลัย ถนนพระรามที่ 6,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03876,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณสามแยกสะพานควาย ถนนพหลโยธิน,,,"1525038.2526211222,667374.0532712815",บริเวณสามแยกสะพานควาย ถนนพหลโยธิน,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03877,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณสามแยกสะพานควาย ถนนพหลโยธิน,,,"1525097.9345173603,667391.6310048158",บริเวณสามแยกสะพานควาย ถนนพหลโยธิน,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03878,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณปากซอยบุญอยู่ ถนนดินแดง,,,"1522103.5404164838,667036.5167460636",บริเวณปากซอยบุญอยู่ ถนนดินแดง,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03879,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณปากซอยบุญอยู่ ถนนดินแดง,,,"1522099.7484651876,667020.4705364628",บริเวณปากซอยบุญอยู่ ถนนดินแดง,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03880,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณหน้ากองดุริยางค์ทหารบก ถนนวิภาวดีรังสิต,,,"1522938.3408922518,667719.9031684767",บริเวณหน้ากองดุริยางค์ทหารบก ถนนวิภาวดีรังสิต,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03881,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,บริเวณหน้ากองดุริยางค์ทหารบก ถนนวิภาวดีรังสิต,,,"1522754.8391096098,667629.6321302415",บริเวณหน้ากองดุริยางค์ทหารบก ถนนวิภาวดีรังสิต,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03882,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานข้ามคลองแสนแสบ (แยกอโศกเพชร)(สน.มักกะสัน),,,"1520404.4229880364,669006.0301950125",สะพานข้ามคลองแสนแสบ (แยกอโศกเพชร)(สน.มักกะสัน),,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03883,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าโรงเรียนดอนบอสโก  ถนนเพชรบุรี (สน.มักกะสัน),,,"1520574.8872834444,668607.2232147644",หน้าโรงเรียนดอนบอสโก  ถนนเพชรบุรี (สน.มักกะสัน),,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03884,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยออสก้า ถนนเพชรบุรี (สน.มักกะสัน),,,"1520612.0346817935,668298.7292182994",ปากซอยออสก้า ถนนเพชรบุรี (สน.มักกะสัน),,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03885,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานข้ามคลองแสนแสบ(แยกมิตรสัมพันธ์) (สน.มักกะสัน),,,"1520497.9440674272,669024.8172009377",สะพานข้ามคลองแสนแสบ(แยกมิตรสัมพันธ์) (สน.มักกะสัน),,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03886,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,ปากซอยสวนเงิน ถนนพระรามหก (สน.มักกะสัน),,,"1522931.241294102,665370.9885784304",ปากซอยสวนเงิน ถนนพระรามหก (สน.มักกะสัน),,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03887,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,หน้าโรงเรียนดอนบอสโก ถนนเพชรบุรี  (สน.มักกะสัน),,,"1520558.2713166266,668726.6083645236",หน้าโรงเรียนดอนบอสโก ถนนเพชรบุรี  (สน.มักกะสัน),,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03888,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยหน้าโรงเรียนพิบูลย์อุปถัมภ์,,,"1525941.8860923082,671660.6412984309",สะพานลอยหน้าโรงเรียนพิบูลย์อุปถัมภ์,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03889,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยลาดพร้าว 44,,,"1526226.571692457,671155.0256193732",สะพานลอยลาดพร้าว 44,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03890,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยหน้า มศว.ประสานมิตร ถ.เพชรบุรี,,,"1520492.2588183924,669311.2902335817",สะพานลอยหน้า มศว.ประสานมิตร ถ.เพชรบุรี,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
EXT-03891,{ที่ตั้งจุดเสี่ยงภัยสะพานลอยและป้ายรถโดยสารประจำทาง},กรมป้องกันและบรรเทาสาธารณภัย,สะพานลอยหน้าบริษัทอิตัลไทยจำกัด ถ.เพชรบุรี,,,"1520328.8540921377,670202.9479862518",สะพานลอยหน้าบริษัทอิตัลไทยจำกัด ถ.เพชรบุรี,,,กรุงเทพมหานคร,2025-11-20T21:02:37.594622,,0,0,2025-11-20T21:02:37.594622
